order_id,customer_id,order_date,amount,status
1303,741,2023-06-03,24.64,Delivered
1304,85,2023-10-01,5.0,Delivered
1305,79,2025-02-13,71.28,Delivered
1306,22,2025-03-24,123.48,Delivered
1307,440,2024-12-18,159.31,Returned
1308,507,2025-06-18,64.39,Delivered
1309,69,2025-01-12,51.07,Returned
1310,459,2025-07-02,39.04,Returned
1311,256,2024-10-17,102.59,Delivered
1312,861,2025-02-14,30.75,Delivered
1313,815,2023-01-27,54.27,Delivered
1314,616,2025-04-01,94.19,Delivered
1315,988,2024-07-21,42.21,Returned
1316,813,2025-05-22,83.65,Delivered
1317,572,2024-12-06,122.76,Delivered
1318,883,2024-02-18,129.18,Delivered
1319,315,2025-03-10,81.43,Returned
1320,668,2024-12-17,41.7,Returned
1321,93,2024-10-25,119.05,Cancelled
1322,892,2025-01-01,78.97,Delivered
1323,785,2023-08-23,50.35,Returned
1324,842,2023-07-10,44.67,Delivered
1325,575,2025-03-25,100.27,Delivered
1326,721,2024-02-11,90.03,Delivered
1327,813,2025-07-14,93.8,Returned
1328,230,2024-08-02,118.6,Delivered
1329,681,2025-06-20,76.47,Returned
1330,788,2025-03-20,103.1,Delivered
1331,331,2024-04-20,95.43,Delivered
1332,919,2024-05-10,91.49,Delivered
1333,663,2025-02-17,92.6,Delivered
1334,791,2025-05-25,84.75,Returned
1335,43,2025-05-22,131.77,Returned
1336,371,2025-04-19,68.49,Delivered
1337,961,2025-06-30,57.81,Delivered
1338,787,2025-07-06,118.84,Delivered
1339,999,2024-04-22,146.96,Delivered
1340,697,2024-06-11,81.28,Delivered
1341,268,2022-11-05,15.21,Delivered
1342,53,2024-12-31,82.42,Delivered
1343,837,2024-11-21,25.02,Delivered
1344,731,2025-05-31,70.85,Delivered
1345,346,2025-01-02,161.77,Returned
1346,867,2024-08-17,93.99,Cancelled
1347,199,2025-06-17,122.89,Delivered
1348,641,2025-07-14,96.2,Delivered
1349,929,2025-07-14,100.46,Delivered
1350,935,2025-03-10,153.04,Cancelled
1351,188,2023-03-29,79.7,Delivered
1352,188,2023-09-07,20.09,Returned
1353,953,2025-06-25,19.03,Delivered
1354,804,2025-02-14,88.12,Cancelled
1355,632,2023-08-27,22.9,Delivered
1356,643,2025-05-29,108.2,Cancelled
1357,500,2025-05-18,68.05,Delivered
1358,460,2024-12-14,104.8,Delivered
1359,858,2024-09-08,113.22,Delivered
1360,622,2024-03-01,97.59,Delivered
1361,5,2024-09-09,94.08,Delivered
1362,725,2024-06-07,33.91,Delivered
1363,674,2023-12-08,73.29,Delivered
1364,233,2023-12-03,130.07,Delivered
1365,534,2023-07-27,90.95,Delivered
1366,357,2025-07-11,117.19,Delivered
1367,629,2025-07-05,143.67,Delivered
1368,689,2024-04-16,139.32,Delivered
1369,722,2025-07-06,5.0,Returned
1370,268,2024-07-06,136.83,Delivered
1371,110,2025-03-11,112.64,Delivered
1372,906,2025-03-17,13.49,Delivered
1373,89,2025-03-08,118.97,Delivered
1374,294,2025-03-10,61.26,Delivered
1375,152,2025-05-09,5.0,Delivered
1376,513,2025-05-04,64.57,Delivered
1377,107,2024-06-12,125.62,Delivered
1378,277,2025-07-06,63.47,Delivered
1379,162,2025-05-22,68.44,Delivered
1380,591,2025-01-18,77.85,Delivered
1381,104,2024-09-24,96.97,Delivered
1382,644,2024-04-07,53.82,Delivered
1383,865,2022-10-08,37.82,Delivered
1384,637,2025-04-24,78.22,Delivered
1385,233,2024-04-12,76.11,Delivered
1386,89,2023-06-12,75.98,Delivered
1387,457,2025-05-13,67.44,Delivered
1388,143,2025-06-12,130.96,Returned
1389,849,2025-05-11,5.0,Delivered
1390,29,2024-11-12,46.38,Returned
1391,347,2024-04-12,97.13,Delivered
1392,486,2025-07-02,63.04,Delivered
1393,65,2025-06-30,32.28,Delivered
1394,145,2024-05-25,121.3,Delivered
1395,270,2025-06-15,80.33,Delivered
1396,600,2025-02-10,5.0,Delivered
1397,643,2025-06-14,85.7,Delivered
1398,815,2025-03-06,41.77,Delivered
1399,158,2025-06-30,81.9,Delivered
1400,35,2024-12-31,55.26,Delivered
1401,601,2025-01-31,82.82,Delivered
1402,60,2025-06-29,14.48,Delivered
1403,181,2024-02-23,45.99,Returned
1404,901,2023-10-14,17.18,Delivered
1405,381,2025-05-05,86.43,Delivered
1406,665,2025-04-15,5.0,Delivered
1407,839,2025-05-02,62.79,Delivered
1408,707,2023-05-14,46.21,Delivered
1409,524,2025-03-09,48.01,Delivered
1410,862,2022-11-08,102.69,Delivered
1411,217,2023-12-18,98.2,Delivered
1412,558,2025-05-21,156.72,Delivered
1413,116,2025-06-06,85.27,Delivered
1414,291,2023-05-03,101.13,Delivered
1415,547,2025-07-07,73.52,Delivered
1416,247,2025-03-15,122.95,Delivered
1417,963,2024-04-21,98.74,Delivered
1418,196,2024-10-01,87.71,Delivered
1419,815,2023-05-07,51.84,Delivered
1420,881,2025-02-15,72.1,Delivered
1421,975,2024-01-30,51.23,Delivered
1422,742,2025-06-17,118.28,Delivered
1423,760,2024-12-03,50.46,Delivered
1424,290,2024-10-09,162.91,Delivered
1425,742,2024-05-14,88.14,Delivered
1426,341,2024-11-24,9.61,Delivered
1427,401,2024-09-22,23.63,Delivered
1428,980,2025-05-13,69.67,Delivered
1429,218,2024-06-06,85.45,Delivered
1430,488,2025-03-11,20.54,Delivered
1431,6,2024-12-01,124.6,Delivered
1432,560,2025-06-25,82.01,Delivered
1433,147,2024-10-29,107.36,Cancelled
1434,734,2025-03-26,46.43,Delivered
1435,266,2024-02-26,96.29,Delivered
1436,113,2025-02-06,61.09,Delivered
1437,534,2023-02-03,130.54,Delivered
1438,850,2023-12-16,5.61,Delivered
1439,279,2025-06-26,73.5,Delivered
1440,346,2024-09-14,102.75,Delivered
1441,644,2024-07-27,87.06,Cancelled
1442,210,2024-12-23,98.21,Delivered
1443,284,2025-07-10,125.67,Cancelled
1444,536,2025-01-07,76.01,Returned
1445,98,2025-05-03,24.08,Delivered
1446,203,2024-11-04,51.99,Delivered
1447,692,2024-03-28,114.17,Delivered
1448,448,2025-01-30,101.49,Delivered
1449,679,2025-07-11,80.73,Delivered
1450,895,2023-09-08,78.28,Returned
1451,177,2025-06-03,29.88,Delivered
1452,126,2025-05-22,78.55,Delivered
1453,469,2025-03-17,118.51,Delivered
1454,574,2025-04-15,123.86,Delivered
1455,940,2024-12-18,104.68,Delivered
1456,432,2025-06-18,85.07,Delivered
1457,390,2024-10-25,107.96,Delivered
1458,586,2025-06-23,155.21,Delivered
1459,678,2024-11-20,66.7,Delivered
1460,30,2024-08-05,84.52,Delivered
1461,761,2025-01-07,83.39,Delivered
1462,974,2025-02-22,71.04,Delivered
1463,499,2025-04-29,24.87,Delivered
1464,846,2025-02-02,155.88,Delivered
1465,965,2025-03-03,80.45,Delivered
1466,18,2025-03-04,102.96,Delivered
1467,752,2024-06-21,5.0,Delivered
1468,991,2025-06-07,25.76,Delivered
1469,263,2025-03-06,62.83,Delivered
1470,12,2024-10-11,41.35,Delivered
1471,352,2024-01-13,64.65,Delivered
1472,930,2024-04-18,80.22,Delivered
1473,131,2024-01-25,50.95,Delivered
1474,384,2023-12-27,102.13,Delivered
1475,294,2025-05-11,91.9,Returned
1476,814,2024-11-17,20.44,Delivered
1477,917,2024-09-26,5.0,Delivered
1478,225,2025-05-27,52.62,Returned
1479,498,2024-10-23,75.88,Delivered
1480,438,2024-05-24,107.99,Delivered
1481,624,2024-06-15,119.68,Delivered
1482,599,2023-08-17,64.8,Delivered
1483,304,2025-05-28,91.05,Delivered
1484,380,2025-02-15,120.69,Returned
1485,318,2025-04-22,98.01,Cancelled
1486,126,2025-06-27,74.21,Delivered
1487,920,2025-01-05,58.74,Delivered
1488,440,2024-10-20,51.88,Delivered
1489,497,2023-09-30,93.16,Delivered
1490,764,2025-06-29,31.25,Delivered
1491,885,2025-06-19,57.29,Delivered
1492,670,2024-09-11,77.06,Delivered
1493,99,2024-11-01,15.85,Delivered
1494,424,2023-05-22,94.69,Delivered
1495,670,2024-09-13,85.38,Delivered
1496,930,2023-03-01,105.08,Delivered
1497,773,2024-08-13,63.65,Delivered
1498,373,2025-07-08,89.54,Delivered
1499,430,2024-12-29,109.98,Delivered
1500,55,2025-03-04,9.75,Delivered
1501,965,2025-06-04,35.69,Delivered
1502,487,2025-07-05,153.58,Delivered
1503,351,2024-10-02,5.0,Delivered
1504,697,2024-04-19,140.17,Delivered
1505,654,2025-06-22,38.16,Delivered
1506,965,2025-03-21,5.0,Delivered
1507,124,2025-05-22,107.18,Delivered
1508,289,2024-07-09,57.79,Delivered
1509,188,2024-10-12,75.24,Delivered
1510,847,2023-09-26,61.4,Delivered
1511,280,2023-05-27,82.72,Delivered
1512,76,2025-06-25,18.35,Delivered
1513,674,2023-08-07,102.32,Delivered
1514,40,2025-04-16,45.28,Delivered
1515,229,2025-05-09,51.34,Delivered
1516,129,2025-04-16,107.72,Delivered
1517,465,2025-03-17,52.4,Delivered
1518,321,2025-01-20,73.43,Delivered
1519,185,2024-06-01,98.6,Delivered
1520,687,2025-03-09,37.68,Cancelled
1521,784,2025-06-26,42.33,Delivered
1522,335,2024-02-20,76.49,Delivered
1523,367,2025-04-13,40.4,Delivered
1524,808,2022-11-03,17.66,Delivered
1525,150,2024-09-27,67.6,Delivered
1526,240,2024-04-17,81.23,Returned
1527,933,2024-03-05,117.53,Delivered
1528,566,2025-04-07,30.53,Delivered
1529,323,2023-12-18,131.33,Delivered
1530,581,2025-06-14,55.17,Delivered
1531,109,2025-05-05,78.24,Delivered
1532,628,2024-02-02,112.66,Delivered
1533,907,2025-02-14,86.31,Delivered
1534,289,2024-07-31,88.83,Delivered
1535,711,2025-06-09,121.56,Delivered
1536,907,2025-03-02,24.47,Delivered
1537,715,2024-05-01,45.66,Delivered
1538,184,2024-06-27,73.27,Delivered
1539,342,2024-11-30,75.82,Delivered
1540,110,2025-06-28,84.71,Delivered
1541,467,2024-10-06,109.65,Cancelled
1542,38,2023-05-26,102.02,Delivered
1543,931,2025-02-04,57.5,Delivered
1544,4,2025-02-02,99.29,Delivered
1545,939,2023-06-14,57.57,Delivered
1546,98,2025-05-07,155.04,Cancelled
1547,287,2023-10-20,40.02,Delivered
1548,818,2025-03-21,95.01,Delivered
1549,317,2025-03-16,5.0,Delivered
1550,676,2025-02-18,63.27,Delivered
1551,371,2024-04-29,60.31,Delivered
1552,862,2023-02-09,110.28,Delivered
1553,685,2025-07-04,50.01,Delivered
1554,440,2024-08-31,25.88,Returned
1555,432,2025-06-19,70.88,Delivered
1556,705,2024-12-23,89.62,Delivered
1557,864,2025-04-22,69.73,Cancelled
1558,130,2025-06-12,21.05,Delivered
1559,125,2025-01-24,97.0,Delivered
1560,427,2025-06-04,96.69,Delivered
1561,606,2024-08-26,14.4,Delivered
1562,614,2025-06-29,126.49,Delivered
1563,418,2025-07-14,78.47,Delivered
1564,914,2024-03-15,162.64,Delivered
1565,832,2025-03-24,44.18,Delivered
1566,858,2024-10-19,10.31,Delivered
1567,550,2025-03-28,88.32,Cancelled
1568,227,2025-06-10,29.94,Delivered
1569,728,2024-01-12,24.14,Delivered
1570,927,2025-06-15,17.87,Delivered
1571,942,2023-08-06,193.39,Delivered
1572,429,2024-11-13,95.05,Delivered
1573,758,2025-06-05,71.38,Cancelled
1574,497,2023-02-24,87.18,Delivered
1575,440,2025-02-02,91.2,Delivered
1576,74,2025-02-08,131.04,Delivered
1577,413,2025-02-14,92.18,Delivered
1578,26,2024-11-19,35.36,Delivered
1579,282,2024-10-23,37.82,Delivered
1580,269,2024-12-10,114.86,Delivered
1581,971,2024-01-26,68.79,Returned
1582,528,2025-03-24,122.71,Delivered
1583,248,2023-06-29,74.2,Delivered
1584,476,2025-07-13,58.26,Returned
1585,754,2024-05-24,120.9,Delivered
1586,193,2023-01-03,52.15,Delivered
1587,658,2025-03-21,97.85,Delivered
1588,85,2023-12-07,109.74,Delivered
1589,846,2024-04-21,85.27,Delivered
1590,597,2025-05-14,25.07,Returned
1591,258,2024-12-12,56.71,Delivered
1592,186,2024-12-11,104.21,Delivered
1593,439,2023-08-19,110.22,Delivered
1594,766,2025-06-21,114.65,Delivered
1595,756,2024-06-14,92.88,Returned
1596,245,2025-05-19,44.05,Delivered
1597,985,2024-05-16,47.77,Delivered
1598,407,2025-04-07,99.34,Delivered
1599,783,2024-11-29,71.82,Returned
1600,627,2025-02-19,52.12,Delivered
1601,302,2025-06-21,57.09,Delivered
1602,177,2025-07-12,53.49,Delivered
1603,882,2025-07-08,55.69,Delivered
1604,226,2024-02-14,33.45,Delivered
1605,785,2025-06-30,69.19,Delivered
1606,62,2024-10-03,30.56,Delivered
1607,912,2025-06-04,104.91,Delivered
1608,165,2025-03-27,73.11,Delivered
1609,896,2024-08-25,102.12,Delivered
1610,717,2025-03-02,59.95,Delivered
1611,749,2024-11-12,80.11,Delivered
1612,27,2025-05-20,98.92,Delivered
1613,313,2025-05-05,27.43,Delivered
1614,426,2025-05-11,108.02,Delivered
1615,562,2024-10-21,5.0,Delivered
1616,21,2024-09-24,33.97,Delivered
1617,951,2023-10-25,96.24,Delivered
1618,237,2025-03-16,62.55,Delivered
1619,761,2025-05-15,102.43,Delivered
1620,989,2023-04-25,83.06,Delivered
1621,48,2025-03-27,11.98,Delivered
1622,120,2024-04-09,78.96,Delivered
1623,87,2024-03-14,46.12,Delivered
1624,223,2025-04-03,26.86,Delivered
1625,43,2022-10-22,64.49,Delivered
1626,760,2023-07-17,88.76,Delivered
1627,331,2023-11-21,179.98,Delivered
1628,190,2025-03-06,140.5,Delivered
1629,209,2025-06-29,74.34,Delivered
1630,182,2023-09-27,82.01,Cancelled
1631,605,2025-06-13,107.01,Delivered
1632,504,2024-04-27,58.97,Delivered
1633,560,2025-06-13,14.58,Delivered
1634,296,2024-07-28,50.26,Delivered
1635,666,2024-08-23,5.0,Delivered
1636,214,2024-10-08,16.68,Delivered
1637,44,2025-02-06,67.59,Delivered
1638,669,2025-03-24,102.19,Delivered
1639,817,2025-06-03,40.67,Delivered
1640,614,2025-06-22,100.93,Cancelled
1641,781,2024-06-29,95.38,Delivered
1642,980,2024-12-29,111.92,Delivered
1643,649,2024-09-13,97.18,Delivered
1644,657,2024-07-12,35.79,Returned
1645,161,2025-01-22,28.38,Delivered
1646,860,2025-04-17,121.93,Returned
1647,986,2024-06-15,60.66,Delivered
1648,537,2025-07-12,192.5,Delivered
1649,52,2025-05-23,64.97,Delivered
1650,224,2025-06-27,23.93,Delivered
1651,375,2025-02-03,84.99,Delivered
1652,856,2024-05-20,111.24,Returned
1653,780,2025-04-25,111.73,Delivered
1654,869,2025-02-23,125.19,Delivered
1655,525,2025-07-08,49.34,Delivered
1656,814,2025-03-08,80.55,Delivered
1657,338,2025-06-27,44.73,Delivered
1658,260,2022-12-07,64.33,Delivered
1659,611,2025-07-03,114.96,Delivered
1660,589,2024-09-30,89.28,Delivered
1661,3,2024-06-05,43.07,Delivered
1662,541,2025-07-12,93.25,Cancelled
1663,841,2023-12-04,117.33,Delivered
1664,20,2025-04-27,93.57,Delivered
1665,562,2024-12-30,5.74,Delivered
